Date,US_sm63,UK_sm63,JP_sm63,DE_sm63,IT_sm63
2023-09-27,4.517103174603174,4.498474206349206,0.753904761904762,2.729206349206349,4.597142857142857
2023-09-28,4.5234523809523814,4.494098015873016,0.7573015873015874,2.7296825396825395,4.600634920634921
2023-09-29,4.529007936507936,4.4894075396825395,0.7611587301587301,2.7303174603174605,4.603968253968254
2023-10-02,4.531230158730159,4.4805519841269845,0.7643650793650794,2.728730158730159,4.6039682539682545
2023-10-03,4.535515873015873,4.472978968253969,0.7667619047619048,2.728888888888889,4.605873015873017
2023-10-04,4.537261904761905,4.463344047619048,0.768888888888889,2.7271428571428573,4.604920634920635
2023-10-05,4.538849206349206,4.4545329365079365,0.7698412698412699,2.7261904761904763,4.605714285714286
2023-10-06,4.5425,4.4488948412698415,0.771,2.727936507936508,4.6085714285714285
2023-10-09,4.545357142857143,4.443725,0.7716825396825396,2.728730158730159,4.611111111111111
2023-10-10,4.548055555555556,4.439193253968254,0.7728412698412699,2.728888888888889,4.612698412698412
2023-10-11,4.551944444444444,4.436130158730159,0.7739047619047619,2.7299999999999995,4.615396825396826
2023-10-12,4.5575,4.433890476190475,0.7759047619047619,2.731904761904762,4.619047619047619
2023-10-13,4.5617857142857146,4.430769841269841,0.7778571428571428,2.7315873015873016,4.620634920634921
2023-10-16,4.565753968253968,4.428023809523809,0.7796666666666666,2.7320634920634923,4.622857142857143
2023-10-17,4.56718253968254,4.42335873015873,0.7803809523809524,2.7301587301587302,4.622063492063492
2023-10-18,4.569126984126983,4.418971428571428,0.7807619047619047,2.7284126984126984,4.621269841269842
2023-10-19,4.568333333333333,4.413655555555556,0.7816349206349206,2.7241269841269844,4.617301587301587
2023-10-20,4.568015873015873,4.40818888888889,0.7822063492063491,2.719047619047619,4.612857142857143
2023-10-23,4.566587301587301,4.401520634920635,0.7822698412698413,2.7133333333333334,4.6073015873015875
2023-10-24,4.564365079365079,4.394838095238095,0.7822539682539682,2.706825396825397,4.6006349206349215
2023-10-25,4.561984126984126,4.387295238095238,0.783079365079365,2.6996825396825397,4.593174603174603
2023-10-26,4.561349206349207,4.381426984126984,0.7842063492063492,2.6936507936507934,4.587619047619048
2023-10-27,4.561031746031746,4.377657142857143,0.785047619047619,2.687619047619048,4.580793650793651
2023-10-30,4.559603174603175,4.373558730158729,0.7852539682539683,2.6817460317460315,4.574920634920635
2023-10-31,4.555000000000001,4.366090476190476,0.784984126984127,2.6734920634920636,4.566031746031745
2023-11-01,4.548650793650793,4.357004761904761,0.7844920634920636,2.664285714285714,4.554444444444445
2023-11-02,4.5413492063492065,4.347353968253968,0.7841746031746032,2.6528571428571426,4.541428571428572
2023-11-03,4.535,4.339363492063493,0.7832539682539682,2.6425396825396823,4.53047619047619
2023-11-06,4.526111111111111,4.32978253968254,0.7809999999999999,2.6312698412698414,4.515873015873016
2023-11-07,4.516904761904762,4.31913492063492,0.7780952380952381,2.6188888888888884,4.499047619047619
2023-11-08,4.506428571428571,4.30727619047619,0.7757460317460317,2.605714285714286,4.481587301587302
2023-11-09,4.495952380952381,4.294933333333334,0.7734166666666668,2.5925396825396825,4.4622222222222225
2023-11-10,4.484563492063493,4.281687936507936,0.7715436507936508,2.5785714285714287,4.441904761904762
2023-11-13,4.473452380952381,4.265380317460318,0.7695277777777777,2.5634920634920637,4.41984126984127
2023-11-14,4.460753968253969,4.250764444444444,0.7669404761904762,2.548253968253968,4.3987301587301575
2023-11-15,4.447261904761905,4.234758095238095,0.7640833333333332,2.5326984126984122,4.379047619047619
2023-11-16,4.4325,4.219115238095238,0.7618134920634919,2.517619047619047,4.3585714285714285
2023-11-17,4.419841269841269,4.204372380952381,0.7589246031746032,2.503174603174603,4.33952380952381
2023-11-20,4.407619047619048,4.190912063492063,0.7561309523809523,2.49047619047619,4.320317460317461
2023-11-21,4.393809523809524,4.177313650793651,0.7533531746031746,2.4760317460317456,4.30031746031746
2023-11-22,4.382698412698413,4.165808888888889,0.7505436507936508,2.465873015873016,4.283492063492064
2023-11-23,4.373015873015873,4.155743809523809,0.747734126984127,2.456190476190476,4.269047619047619
2023-11-24,4.363968253968254,4.147750158730158,0.7452896825396826,2.446984126984127,4.2549206349206345
2023-11-27,4.353174603174603,4.138523174603174,0.7426706349206349,2.4373015873015875,4.2398412698412695
